"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSImmunisation.administeredProduct.item.ingredient.isActive","EHDSImmunisation.administeredProduct.item.ingredient.isActive","","","",0,1,"","","","boolean {[]} {[]}
","Marks whether the ingredient is considered an active ingredient. Excipients are typically not needed, and by default only active ingredients are expected.","Marks whether the ingredient is considered an active ingredient. Excipients are typically not needed, and by default only active ingredients are expected.","","","","","","","","","",,,,,"",,,,"EHDSMedication.item.ingredient.isActive",0,1,"",""
"EHDSImmunisation.administeredProduct.item.ingredient.substance","EHDSImmunisation.administeredProduct.item.ingredient.substance","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Substance","Substance","","","","","","","","","",,"preferred","EMA SPOR SMS","","",,,,"EHDSMedication.item.ingredient.substance",1,1,"",""
"EHDSImmunisation.administeredProduct.item.ingredient.strengthInfo","EHDSImmunisation.administeredProduct.item.ingredient.strengthInfo","","","",0,1,"","","","Base {[]} {[]}
","Strength of the product - amount of substance per unit","Strength of the product - amount of substance per unit","","","","","","","","","",,,,,"",,,,"EHDSMedication.item.ingredient.strengthInfo",0,1,"",""
"EHDSImmunisation.administeredProduct.item.ingredient.strengthInfo.strength","EHDSImmunisation.administeredProduct.item.ingredient.strengthInfo.strength","","","",1,1,"","","","Ratio {[]} {[]}
","Concentration or presentation strength, e.g '100 mg/1 ml' or '500 mg per 1 tablet'","Concentration or presentation strength, e.g '100 mg/1 ml' or '500 mg per 1 tablet'","","","","","","","","","",,,,,"",,,,"EHDSMedication.item.ingredient.strengthInfo.strength",1,1,"",""
"EHDSImmunisation.administeredProduct.item.ingredient.strengthInfo.basisOfStrengthSubstance","EHDSImmunisation.administeredProduct.item.ingredient.strengthInfo.basisOfStrengthSubstance","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Substance that the strength refers to, especially when different from .item.strength.substance","Substance that the strength refers to, especially when different from .item.strength.substance","","","","","","","","","",,"preferred","EMA SPOR SMS","","",,,,"EHDSMedication.item.ingredient.strengthInfo.basisOfStrengthSubstance",0,1,"",""
"EHDSImmunisation.administeredProduct.item.unitOfPresentation","EHDSImmunisation.administeredProduct.item.unitOfPresentation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","","","","","","","","","",,"preferred","EDQM Standard Terms","","",,,,"EHDSMedication.item.unitOfPresentation",0,1,"",""
"EHDSImmunisation.administeredProduct.item.containedQuantity","EHDSImmunisation.administeredProduct.item.containedQuantity","","","",0,1,"","","","Ratio {[]} {[]}
","Manufactured item quantity per one item (3 ml / 1 vial)","Manufactured item quantity per one item (3 ml / 1 vial)","","","","","","","","","",,,,,"",,,,"EHDSMedication.item.containedQuantity",0,1,"",""
"EHDSImmunisation.administeredProduct.item.amount","EHDSImmunisation.administeredProduct.item.amount","","","",0,1,"","","","Quantity {[]} {[]}
","Number of such items in this product (5 vials). The combined amount of all items will be considered to be the total package size.","Number of such items in this product (5 vials). The combined amount of all items will be considered to be the total package size.","","","","","","","","","",,"preferred","UCUM for units of measure. EDQM Standard Terms for units of presentation.","","",,,,"EHDSMedication.item.amount",0,1,"",""
"EHDSImmunisation.administeredProduct.item.packageType","EHDSImmunisation.administeredProduct.item.packageType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of package of the medication item","Type of package of the medication item","","","","","","","","","",,"preferred","EDQM Standard Terms for packaging.","","",,,,"EHDSMedication.item.packageType",0,1,"",""
"EHDSImmunisation.administeredProduct.device","EHDSImmunisation.administeredProduct.device","","","",0,*,"","","","Base {[]} {[]}
","Administration device included in the product. Devices that are not inside the medication package are excluded.","Administration device included in the product. Devices that are not inside the medication package are excluded.","","","","","","","","","",,,,,"",,,,"EHDSMedication.device",0,*,"",""
"EHDSImmunisation.administeredProduct.device.deviceQuantity","EHDSImmunisation.administeredProduct.device.deviceQuantity","","","",1,1,"","","","Quantity {[]} {[]}
","Number of such devices","Number of such devices","","","","","","","","","",,,,,"",,,,"EHDSMedication.device.deviceQuantity",1,1,"",""
"EHDSImmunisation.administeredProduct.device.device[x]","EHDSImmunisation.administeredProduct.device.device[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}","Device coded","Device coded","","","","","","","","","",,,,,"",,,,"EHDSMedication.device.device[x]",1,1,"",""
