"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSPatientSummaryObligations.medicationSummary.generatedNarrative","EHDSPatientSummaryObligations.medicationSummary.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicationSummary.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.medicationSummary.emptyReason","EHDSPatientSummaryObligations.medicationSummary.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Use if no medicines are listed","Use if no medicines are listed","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicationSummary.emptyReason",0,1,"",""
"EHDSPatientSummaryObligations.medicationSummary.medicationUse","EHDSPatientSummaryObligations.medicationSummary.medicationUse","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedicationUse {[]} {[]}
","Medication treatment/prescription relevant for this patient summary. Typically, medications whose period of time indicated for the treatment has not yet expired whether it has been dispensed or not.","Medication treatment/prescription relevant for this patient summary. Typically, medications whose period of time indicated for the treatment has not yet expired whether it has been dispensed or not.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicationSummary.medicationUse",0,*,"",""
"EHDSPatientSummaryObligations.medicationSummary.note","EHDSPatientSummaryObligations.medicationSummary.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicationSummary.note",0,1,"",""
"EHDSPatientSummaryObligations.medicalDevicesAndImplants","EHDSPatientSummaryObligations.medicalDevicesAndImplants","","","",1,1,"","","","Base {[]} {[]}
","Section: Medical devices and implants","The devices that are implanted in the patient and external medical devices and equipment that the health
status depends on.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicalDevicesAndImplants",1,1,"",""
"EHDSPatientSummaryObligations.medicalDevicesAndImplants.generatedNarrative","EHDSPatientSummaryObligations.medicalDevicesAndImplants.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicalDevicesAndImplants.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.medicalDevicesAndImplants.emptyReason","EHDSPatientSummaryObligations.medicalDevicesAndImplants.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Use if no conditions are listed","Use if no conditions are listed","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicalDevicesAndImplants.emptyReason",0,1,"",""
"EHDSPatientSummaryObligations.medicalDevicesAndImplants.deviceUse","EHDSPatientSummaryObligations.medicalDevicesAndImplants.deviceUse","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDeviceUse {[]} {[]}
","Describes the patient's implanted and external medical devices and equipment that their health status depends on. Includes devices (such as cardiac pacemakers, implantable defibrillator, prothesis, ferromagnetic bone implants etc.) that are important to know by the HP.","Describes the patient's implanted and external medical devices and equipment that their health status depends on. Includes devices (such as cardiac pacemakers, implantable defibrillator, prothesis, ferromagnetic bone implants etc.) that are important to know by the HP.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicalDevicesAndImplants.deviceUse",0,*,"",""
"EHDSPatientSummaryObligations.medicalDevicesAndImplants.note","EHDSPatientSummaryObligations.medicalDevicesAndImplants.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicalDevicesAndImplants.note",0,1,"",""
"EHDSPatientSummaryObligations.procedures","EHDSPatientSummaryObligations.procedures","","","",1,1,"","","","Base {[]} {[]}
","Section: Procedures","Significant procedures performed on the patient.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.procedures",1,1,"",""
"EHDSPatientSummaryObligations.procedures.generatedNarrative","EHDSPatientSummaryObligations.procedures.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.procedures.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.procedures.emptyReason","EHDSPatientSummaryObligations.procedures.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Reason for absence of data","Reason for absence of data","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.procedures.emptyReason",0,1,"",""
"EHDSPatientSummaryObligations.procedures.procedure","EHDSPatientSummaryObligations.procedures.procedure","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSProcedure {[]} {[]}
","List of procedures","List of procedures","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.procedures.procedure",0,*,"",""
